user_id,demographic_segment,assigned_perk
593398,Young Adult Single Females,No Cancellation Fee
593401,Middle-Aged Single Females,No Cancellation Fee
593494,Elderly Single Females,No Cancellation Fee
593536,Senior Family Females,Free Checked Bag
593632,Senior Family Females,Free Checked Bag
593672,Adult Single Females,1 Night Free Hotel with Flight
593719,Middle-Aged Family Males,Free Checked Bag
593786,Middle-Aged Family Females,Exclusive Discounts
593804,Adult Single Females,Free Checked Bag
593833,Young Adult Single Females,Exclusive Discounts
593910,Elderly Single Males,1 Night Free Hotel with Flight
594000,Elderly Single Females,Free Hotel Meal
594027,Adult Family Females,1 Night Free Hotel with Flight
594042,Middle-Aged Single Females,No Cancellation Fee
594103,Middle-Aged Family Females,Free Hotel Meal
594123,Senior Family Females,Free Hotel Meal
594146,Elderly Single Females,Free Hotel Meal
594188,Senior Family Females,1 Night Free Hotel with Flight
594238,Senior Family Females,1 Night Free Hotel with Flight
594240,Middle-Aged Family Females,No Cancellation Fee
594406,Middle-Aged Single Females,No Cancellation Fee
594410,Elderly Single Females,Free Hotel Meal
594446,Adult Family Females,1 Night Free Hotel with Flight
594449,Senior Family Females,Free Checked Bag
594503,Young Adult Single Females,Free Hotel Meal
594516,Adult Single Females,No Cancellation Fee
594601,Adult Single Females,1 Night Free Hotel with Flight
594644,Senior Single Females,Exclusive Discounts
594695,Elderly Single Females,Free Checked Bag
594737,Adult Family Females,1 Night Free Hotel with Flight
594824,Senior Family Females,Free Checked Bag
594875,Teenage Family Females,Free Hotel Meal
594892,Senior Single Females,1 Night Free Hotel with Flight
594914,Middle-Aged Single Females,No Cancellation Fee
594948,Elderly Single Females,Free Checked Bag
594985,Middle-Aged Single Females,No Cancellation Fee
595026,Senior Single Females,Free Hotel Meal
595087,Middle-Aged Single Females,Free Hotel Meal
595122,Elderly Single Females,1 Night Free Hotel with Flight
595123,Middle-Aged Family Females,1 Night Free Hotel with Flight
595126,Adult Single Females,1 Night Free Hotel with Flight
595171,Adult Single Females,No Cancellation Fee
595183,Elderly Single Females,Free Hotel Meal
595184,Senior Single Females,Exclusive Discounts
595257,Senior Single Females,1 Night Free Hotel with Flight
595283,Senior Single Females,Free Checked Bag
595284,Senior Single Females,No Cancellation Fee
595386,Middle-Aged Single Females,Exclusive Discounts
595414,Senior Single Females,Free Checked Bag
595431,Middle-Aged Single Females,No Cancellation Fee
595442,Middle-Aged Single Females,No Cancellation Fee
595506,Young Adult Single Females,No Cancellation Fee
595527,Adult Single Females,1 Night Free Hotel with Flight
595587,Middle-Aged Family Females,No Cancellation Fee
595624,Middle-Aged Single Females,1 Night Free Hotel with Flight
595626,Senior Single Females,Exclusive Discounts
595690,Elderly Single Females,No Cancellation Fee
595740,Elderly Family Females,1 Night Free Hotel with Flight
595852,Senior Single Females,Free Checked Bag
595861,Middle-Aged Single Females,1 Night Free Hotel with Flight
595897,Adult Single Females,Free Hotel Meal
595958,Senior Single Females,1 Night Free Hotel with Flight
596103,Young Adult Single Females,Free Hotel Meal
596153,Senior Single Females,Exclusive Discounts
596186,Young Adult Single Females,Free Hotel Meal
596220,Senior Single Females,Free Hotel Meal
596222,Elderly Single Females,Free Hotel Meal
596320,Middle-Aged Family Females,1 Night Free Hotel with Flight
596329,Young Adult Single Females,No Cancellation Fee
596335,Middle-Aged Single Males,No Cancellation Fee
596349,Elderly Single Females,Free Hotel Meal
596361,Adult Single Females,Free Hotel Meal
596409,Senior Single Females,No Cancellation Fee
596442,Teenage Single Others,Exclusive Discounts
596505,Middle-Aged Single Females,1 Night Free Hotel with Flight
596559,Young Adult Single Females,Free Checked Bag
596611,Young Adult Single Males,No Cancellation Fee
596732,Senior Family Females,1 Night Free Hotel with Flight
596820,Middle-Aged Single Females,Free Checked Bag
596856,Adult Family Females,Free Hotel Meal
596863,Middle-Aged Family Females,1 Night Free Hotel with Flight
597003,Middle-Aged Single Females,1 Night Free Hotel with Flight
597010,Middle-Aged Single Females,1 Night Free Hotel with Flight
597029,Middle-Aged Single Females,Free Checked Bag
597300,Middle-Aged Family Females,No Cancellation Fee
597410,Senior Single Males,1 Night Free Hotel with Flight
597434,Middle-Aged Single Females,No Cancellation Fee
597498,Elderly Single Males,No Cancellation Fee
597510,Senior Family Females,1 Night Free Hotel with Flight
597662,Teenage Family Females,No Cancellation Fee
597734,Senior Single Females,1 Night Free Hotel with Flight
597836,Middle-Aged Single Females,Free Checked Bag
597878,Senior Single Females,Free Checked Bag
597946,Senior Single Females,Free Checked Bag
597948,Young Adult Family Males,No Cancellation Fee
597954,Middle-Aged Single Females,Exclusive Discounts
597955,Elderly Family Females,No Cancellation Fee
598069,Adult Single Females,No Cancellation Fee
598075,Middle-Aged Family Females,Free Hotel Meal
598185,Adult Family Females,1 Night Free Hotel with Flight
598233,Middle-Aged Family Females,1 Night Free Hotel with Flight
598265,Senior Family Males,Free Hotel Meal
598276,Senior Single Females,No Cancellation Fee
598306,Senior Single Females,1 Night Free Hotel with Flight
598526,Elderly Single Males,Free Hotel Meal
598533,Middle-Aged Family Females,1 Night Free Hotel with Flight
598590,Senior Single Females,No Cancellation Fee
598687,Middle-Aged Single Males,Free Checked Bag
598691,Middle-Aged Single Females,No Cancellation Fee
598692,Young Adult Single Males,1 Night Free Hotel with Flight
598715,Adult Family Females,No Cancellation Fee
598832,Senior Family Females,Free Hotel Meal
598881,Middle-Aged Single Females,Free Hotel Meal
598911,Middle-Aged Single Females,Exclusive Discounts
598945,Young Adult Single Females,1 Night Free Hotel with Flight
599065,Middle-Aged Family Males,1 Night Free Hotel with Flight
599239,Middle-Aged Family Females,Free Hotel Meal
599244,Adult Single Females,No Cancellation Fee
599311,Middle-Aged Family Females,No Cancellation Fee
599335,Senior Single Females,Free Checked Bag
599348,Middle-Aged Single Females,No Cancellation Fee
599437,Senior Single Females,No Cancellation Fee
599454,Middle-Aged Single Females,Exclusive Discounts
599649,Elderly Family Females,1 Night Free Hotel with Flight
599651,Middle-Aged Single Females,No Cancellation Fee
599657,Senior Single Females,No Cancellation Fee
599765,Senior Single Females,1 Night Free Hotel with Flight
599790,Elderly Single Females,No Cancellation Fee
599833,Middle-Aged Family Females,No Cancellation Fee
599909,Adult Single Females,No Cancellation Fee
599927,Middle-Aged Single Females,1 Night Free Hotel with Flight
599999,Elderly Single Females,No Cancellation Fee
600011,Middle-Aged Single Females,1 Night Free Hotel with Flight
600018,Middle-Aged Single Females,Free Checked Bag
600057,Adult Single Females,No Cancellation Fee
600078,Elderly Single Females,Free Checked Bag
600163,Senior Family Males,Free Hotel Meal
600265,Adult Family Females,No Cancellation Fee
600287,Middle-Aged Family Females,No Cancellation Fee
600304,Elderly Single Females,Free Checked Bag
600351,Senior Single Females,1 Night Free Hotel with Flight
600395,Senior Single Females,Free Hotel Meal
600444,Senior Single Females,Exclusive Discounts
600515,Middle-Aged Single Females,Free Checked Bag
600561,Adult Single Females,1 Night Free Hotel with Flight
600605,Elderly Single Females,1 Night Free Hotel with Flight
600648,Senior Single Females,1 Night Free Hotel with Flight
600690,Middle-Aged Single Females,Free Hotel Meal
600750,Senior Family Females,1 Night Free Hotel with Flight
600796,Elderly Single Females,Free Hotel Meal
600833,Elderly Single Females,Free Hotel Meal
600842,Adult Single Females,Free Hotel Meal
600886,Middle-Aged Single Females,No Cancellation Fee
600926,Senior Family Males,Exclusive Discounts
600930,Elderly Family Females,1 Night Free Hotel with Flight
601094,Teenage Single Males,No Cancellation Fee
601104,Senior Single Females,Free Hotel Meal
601116,Adult Single Females,Free Hotel Meal
601158,Adult Single Females,1 Night Free Hotel with Flight
601282,Elderly Family Females,Exclusive Discounts
601582,Senior Family Males,1 Night Free Hotel with Flight
601673,Middle-Aged Family Females,No Cancellation Fee
601882,Senior Single Females,No Cancellation Fee
601894,Adult Family Females,Free Hotel Meal
601917,Adult Single Females,1 Night Free Hotel with Flight
602120,Middle-Aged Single Females,No Cancellation Fee
602190,Middle-Aged Family Females,Free Hotel Meal
602323,Young Adult Family Females,Free Hotel Meal
602433,Senior Single Females,1 Night Free Hotel with Flight
602476,Middle-Aged Single Females,Exclusive Discounts
602478,Adult Single Females,Free Hotel Meal
602598,Adult Family Females,Free Hotel Meal
602656,Middle-Aged Single Females,Free Checked Bag
602734,Middle-Aged Single Females,No Cancellation Fee
602748,Middle-Aged Single Males,No Cancellation Fee
602769,Middle-Aged Family Females,Free Checked Bag
602793,Middle-Aged Family Females,Free Hotel Meal
602827,Elderly Family Females,1 Night Free Hotel with Flight
602918,Middle-Aged Single Females,Free Checked Bag
602921,Elderly Single Females,1 Night Free Hotel with Flight
602925,Elderly Single Females,1 Night Free Hotel with Flight
602946,Senior Single Males,1 Night Free Hotel with Flight
602953,Middle-Aged Single Females,1 Night Free Hotel with Flight
602962,Middle-Aged Family Females,Free Checked Bag
603033,Elderly Single Females,Exclusive Discounts
603053,Middle-Aged Single Females,Exclusive Discounts
603100,Adult Family Females,Free Hotel Meal
603160,Middle-Aged Single Females,1 Night Free Hotel with Flight
603221,Young Adult Single Females,No Cancellation Fee
603278,Adult Single Females,Exclusive Discounts
603296,Middle-Aged Single Females,Free Checked Bag
603341,Elderly Single Females,No Cancellation Fee
603345,Senior Family Females,Free Checked Bag
603440,Middle-Aged Single Females,1 Night Free Hotel with Flight
603515,Middle-Aged Single Males,Free Hotel Meal
603592,Middle-Aged Single Females,1 Night Free Hotel with Flight
603635,Elderly Single Females,1 Night Free Hotel with Flight
603715,Senior Single Females,1 Night Free Hotel with Flight
603809,Senior Single Females,Free Hotel Meal
603875,Middle-Aged Single Females,Exclusive Discounts
603883,Elderly Single Females,Free Hotel Meal
604136,Middle-Aged Single Females,No Cancellation Fee
604355,Adult Single Females,Free Hotel Meal
604388,Adult Single Females,Free Checked Bag
604592,Young Adult Single Females,Free Checked Bag
604617,Senior Single Females,Free Checked Bag
604664,Young Adult Family Females,No Cancellation Fee
604688,Middle-Aged Family Females,Exclusive Discounts
604804,Senior Family Females,No Cancellation Fee
604840,Middle-Aged Single Females,1 Night Free Hotel with Flight
604916,Adult Family Females,No Cancellation Fee
604982,Senior Single Females,1 Night Free Hotel with Flight
605004,Middle-Aged Single Females,Free Checked Bag
605096,Senior Family Males,Free Checked Bag
605136,Teenage Single Females,Free Hotel Meal
605308,Elderly Single Females,No Cancellation Fee
605311,Middle-Aged Family Females,Free Checked Bag
605439,Middle-Aged Single Females,1 Night Free Hotel with Flight
605494,Senior Family Females,1 Night Free Hotel with Flight
605558,Adult Single Females,Free Hotel Meal
605578,Adult Single Females,Free Hotel Meal
605607,Senior Family Females,1 Night Free Hotel with Flight
605615,Adult Single Males,1 Night Free Hotel with Flight
605619,Middle-Aged Family Females,Free Checked Bag
605776,Young Adult Single Females,Free Hotel Meal
605780,Senior Family Females,Free Checked Bag
605878,Middle-Aged Single Females,Exclusive Discounts
605943,Teenage Single Females,No Cancellation Fee
605945,Middle-Aged Family Females,1 Night Free Hotel with Flight
606041,Elderly Family Females,1 Night Free Hotel with Flight
606060,Senior Single Females,Free Checked Bag
606094,Senior Single Females,No Cancellation Fee
606161,Senior Family Females,Free Hotel Meal
606283,Senior Family Females,No Cancellation Fee
606290,Middle-Aged Single Females,1 Night Free Hotel with Flight
606333,Middle-Aged Single Females,Exclusive Discounts
606362,Senior Single Females,1 Night Free Hotel with Flight
606456,Young Adult Single Males,No Cancellation Fee
606568,Senior Single Males,Free Hotel Meal
606635,Senior Single Females,1 Night Free Hotel with Flight
606648,Adult Single Females,1 Night Free Hotel with Flight
606762,Senior Family Females,Free Hotel Meal
606862,Middle-Aged Single Females,Free Checked Bag
606930,Middle-Aged Single Females,1 Night Free Hotel with Flight
607017,Middle-Aged Single Females,Exclusive Discounts
607028,Senior Single Females,Free Checked Bag
607152,Adult Single Females,Exclusive Discounts
607197,Teenage Family Females,Exclusive Discounts
607270,Middle-Aged Single Females,1 Night Free Hotel with Flight
607280,Middle-Aged Family Females,Free Checked Bag
607350,Middle-Aged Family Females,1 Night Free Hotel with Flight
607524,Elderly Single Females,Free Hotel Meal
607626,Young Adult Single Females,Free Hotel Meal
607706,Middle-Aged Single Females,Free Checked Bag
607799,Middle-Aged Family Females,Free Checked Bag
607931,Adult Single Females,1 Night Free Hotel with Flight
607949,Teenage Single Females,No Cancellation Fee
607998,Middle-Aged Single Females,1 Night Free Hotel with Flight
608039,Young Adult Single Females,Free Hotel Meal
608086,Adult Single Females,No Cancellation Fee
608287,Middle-Aged Family Females,Free Hotel Meal
608296,Middle-Aged Single Females,Exclusive Discounts
608343,Middle-Aged Single Females,Free Checked Bag
608478,Elderly Single Males,Free Hotel Meal
608520,Senior Single Females,1 Night Free Hotel with Flight
608521,Elderly Family Females,1 Night Free Hotel with Flight
608629,Middle-Aged Single Females,Exclusive Discounts
608725,Senior Family Females,1 Night Free Hotel with Flight
608727,Senior Family Females,Exclusive Discounts
608764,Middle-Aged Family Females,No Cancellation Fee
608786,Elderly Single Males,No Cancellation Fee
608820,Middle-Aged Family Females,1 Night Free Hotel with Flight
608823,Teenage Single Females,1 Night Free Hotel with Flight
608860,Middle-Aged Single Females,No Cancellation Fee
608866,Elderly Single Females,Free Checked Bag
608970,Adult Single Females,No Cancellation Fee
609051,Senior Family Females,1 Night Free Hotel with Flight
609102,Middle-Aged Family Females,Free Checked Bag
609167,Middle-Aged Single Females,Exclusive Discounts
609221,Adult Single Females,Free Checked Bag
609228,Elderly Single Females,1 Night Free Hotel with Flight
609230,Adult Single Females,No Cancellation Fee
609236,Middle-Aged Single Females,Free Hotel Meal
609240,Senior Family Females,Exclusive Discounts
609243,Middle-Aged Family Males,1 Night Free Hotel with Flight
609262,Middle-Aged Single Females,1 Night Free Hotel with Flight
609393,Middle-Aged Single Males,No Cancellation Fee
609413,Senior Family Females,Free Checked Bag
609673,Middle-Aged Single Females,Free Checked Bag
609683,Teenage Single Females,Free Checked Bag
609720,Middle-Aged Family Females,No Cancellation Fee
609763,Teenage Family Females,Free Hotel Meal
609800,Senior Family Females,Free Checked Bag
609817,Senior Single Females,No Cancellation Fee
609838,Elderly Single Females,Free Checked Bag
609868,Senior Family Females,No Cancellation Fee
610144,Senior Single Females,1 Night Free Hotel with Flight
610226,Elderly Family Females,Free Checked Bag
610280,Elderly Family Females,Free Hotel Meal
610294,Senior Single Females,1 Night Free Hotel with Flight
610306,Senior Single Females,Free Checked Bag
610338,Young Adult Family Females,1 Night Free Hotel with Flight
610395,Senior Single Females,1 Night Free Hotel with Flight
610474,Senior Single Females,No Cancellation Fee
610482,Middle-Aged Single Females,Free Hotel Meal
610492,Young Adult Family Females,Exclusive Discounts
610530,Young Adult Single Females,No Cancellation Fee
610670,Middle-Aged Family Females,Free Checked Bag
610763,Young Adult Family Females,Free Hotel Meal
610793,Adult Family Females,Free Checked Bag
610806,Senior Single Females,No Cancellation Fee
610905,Elderly Single Females,No Cancellation Fee
610909,Middle-Aged Single Females,1 Night Free Hotel with Flight
611031,Young Adult Family Females,No Cancellation Fee
611065,Middle-Aged Single Females,1 Night Free Hotel with Flight
611087,Middle-Aged Family Females,1 Night Free Hotel with Flight
611126,Senior Family Females,1 Night Free Hotel with Flight
611177,Middle-Aged Family Females,1 Night Free Hotel with Flight
611251,Senior Single Females,No Cancellation Fee
611350,Adult Family Males,1 Night Free Hotel with Flight
611371,Adult Single Females,1 Night Free Hotel with Flight
611583,Middle-Aged Family Males,Free Checked Bag
611839,Middle-Aged Single Females,Free Hotel Meal
611852,Middle-Aged Single Males,Free Checked Bag
611887,Adult Single Females,Free Checked Bag
611954,Middle-Aged Single Females,Free Checked Bag
612002,Middle-Aged Family Females,1 Night Free Hotel with Flight
612128,Middle-Aged Family Males,Free Hotel Meal
612175,Middle-Aged Family Females,1 Night Free Hotel with Flight
612220,Teenage Single Males,Exclusive Discounts
612226,Adult Family Females,No Cancellation Fee
612236,Senior Family Females,Exclusive Discounts
612562,Young Adult Single Females,No Cancellation Fee
612685,Middle-Aged Single Females,No Cancellation Fee
612797,Senior Family Females,1 Night Free Hotel with Flight
612812,Elderly Single Males,No Cancellation Fee
612976,Adult Single Females,No Cancellation Fee
613164,Adult Single Females,Free Hotel Meal
613252,Young Adult Single Females,No Cancellation Fee
613275,Middle-Aged Family Females,No Cancellation Fee
613383,Middle-Aged Single Males,Free Checked Bag
613386,Teenage Family Females,No Cancellation Fee
613442,Middle-Aged Single Males,1 Night Free Hotel with Flight
613655,Elderly Single Females,1 Night Free Hotel with Flight
613874,Senior Single Females,1 Night Free Hotel with Flight
613921,Adult Single Females,Free Checked Bag
613941,Middle-Aged Single Females,1 Night Free Hotel with Flight
614033,Middle-Aged Single Females,1 Night Free Hotel with Flight
614092,Young Adult Single Females,Free Hotel Meal
614111,Adult Single Males,Free Hotel Meal
614165,Adult Single Females,1 Night Free Hotel with Flight
614311,Senior Single Females,No Cancellation Fee
614412,Senior Family Females,No Cancellation Fee
614549,Adult Single Females,1 Night Free Hotel with Flight
614595,Senior Family Females,Free Checked Bag
614632,Senior Family Females,Free Checked Bag
614668,Senior Family Females,Free Checked Bag
614748,Senior Family Females,1 Night Free Hotel with Flight
614793,Elderly Single Females,Free Checked Bag
614814,Elderly Single Females,Free Hotel Meal
614828,Middle-Aged Single Females,No Cancellation Fee
614846,Elderly Single Males,No Cancellation Fee
614918,Middle-Aged Single Females,No Cancellation Fee
614933,Senior Single Females,1 Night Free Hotel with Flight
615006,Senior Single Females,1 Night Free Hotel with Flight
615266,Middle-Aged Single Females,No Cancellation Fee
615307,Senior Family Females,1 Night Free Hotel with Flight
615489,Elderly Family Females,Exclusive Discounts
615544,Middle-Aged Single Females,Free Checked Bag
615674,Teenage Single Females,Free Hotel Meal
615749,Senior Single Females,1 Night Free Hotel with Flight
615783,Teenage Single Females,Free Checked Bag
615881,Elderly Single Females,No Cancellation Fee
615922,Elderly Single Males,No Cancellation Fee
616086,Elderly Single Females,No Cancellation Fee
616125,Adult Single Females,Free Checked Bag
616222,Senior Family Females,1 Night Free Hotel with Flight
616461,Adult Family Females,1 Night Free Hotel with Flight
616470,Adult Single Females,1 Night Free Hotel with Flight
616491,Senior Family Females,No Cancellation Fee
616518,Senior Single Females,1 Night Free Hotel with Flight
616692,Senior Family Females,Free Checked Bag
616715,Middle-Aged Family Males,Free Checked Bag
616718,Senior Single Females,1 Night Free Hotel with Flight
616734,Adult Single Females,No Cancellation Fee
616752,Teenage Family Females,1 Night Free Hotel with Flight
616789,Young Adult Single Females,Exclusive Discounts
616795,Senior Single Females,Exclusive Discounts
616802,Middle-Aged Single Females,Free Checked Bag
616950,Young Adult Single Females,Free Checked Bag
616992,Middle-Aged Family Females,No Cancellation Fee
617052,Senior Family Females,Free Checked Bag
617125,Middle-Aged Single Females,Free Checked Bag
617199,Senior Single Males,1 Night Free Hotel with Flight
617402,Adult Single Females,1 Night Free Hotel with Flight
617407,Middle-Aged Family Females,1 Night Free Hotel with Flight
617458,Adult Family Females,Free Checked Bag
617506,Middle-Aged Single Females,1 Night Free Hotel with Flight
617606,Elderly Single Females,No Cancellation Fee
617743,Elderly Single Females,1 Night Free Hotel with Flight
617878,Middle-Aged Family Females,1 Night Free Hotel with Flight
617964,Adult Family Females,Free Hotel Meal
617990,Elderly Single Females,No Cancellation Fee
617994,Senior Single Females,Free Hotel Meal
618063,Senior Single Females,Free Checked Bag
618088,Senior Single Females,Free Checked Bag
618157,Middle-Aged Family Females,Free Checked Bag
618181,Senior Single Males,No Cancellation Fee
618201,Senior Single Females,1 Night Free Hotel with Flight
618230,Adult Single Females,No Cancellation Fee
618266,Middle-Aged Family Females,1 Night Free Hotel with Flight
618308,Elderly Family Females,Free Checked Bag
618343,Middle-Aged Family Males,Free Hotel Meal
618392,Middle-Aged Family Females,Free Checked Bag
618418,Middle-Aged Single Females,Exclusive Discounts
618429,Senior Family Males,Exclusive Discounts
618535,Adult Family Females,1 Night Free Hotel with Flight
618642,Middle-Aged Single Females,Free Checked Bag
618664,Elderly Single Females,Free Hotel Meal
618759,Young Adult Family Females,Free Hotel Meal
618780,Adult Family Females,Free Checked Bag
618815,Adult Family Females,Free Hotel Meal
618881,Elderly Single Females,1 Night Free Hotel with Flight
619079,Senior Single Males,Free Checked Bag
619109,Middle-Aged Single Females,No Cancellation Fee
619218,Middle-Aged Single Females,1 Night Free Hotel with Flight
619321,Senior Family Females,Exclusive Discounts
619362,Senior Single Females,1 Night Free Hotel with Flight
619432,Adult Single Females,Free Checked Bag
619520,Middle-Aged Single Females,No Cancellation Fee
619615,Senior Single Females,No Cancellation Fee
619918,Middle-Aged Single Females,Free Checked Bag
619938,Adult Single Females,No Cancellation Fee
619971,Middle-Aged Single Females,Free Hotel Meal
619983,Elderly Single Females,Free Hotel Meal
619988,Teenage Single Females,No Cancellation Fee
620033,Elderly Single Females,Free Checked Bag
620274,Elderly Single Females,1 Night Free Hotel with Flight
620300,Senior Family Females,1 Night Free Hotel with Flight
620382,Teenage Family Females,Free Hotel Meal
620394,Middle-Aged Family Males,1 Night Free Hotel with Flight
620453,Senior Family Females,1 Night Free Hotel with Flight
620690,Elderly Single Females,Free Checked Bag
620719,Adult Single Females,Free Hotel Meal
620884,Adult Single Females,Exclusive Discounts
620972,Middle-Aged Single Males,Exclusive Discounts
620991,Young Adult Single Females,1 Night Free Hotel with Flight
621072,Senior Family Females,No Cancellation Fee
621081,Elderly Single Females,Free Checked Bag
621085,Senior Single Females,Free Hotel Meal
621113,Adult Single Females,No Cancellation Fee
621150,Teenage Family Females,No Cancellation Fee
621291,Senior Single Females,1 Night Free Hotel with Flight
621552,Adult Single Females,No Cancellation Fee
621607,Adult Family Females,No Cancellation Fee
621665,Senior Family Females,Exclusive Discounts
621811,Middle-Aged Family Females,1 Night Free Hotel with Flight
621849,Senior Family Females,Exclusive Discounts
621922,Young Adult Single Females,No Cancellation Fee
622149,Senior Single Females,No Cancellation Fee
622248,Adult Single Females,Free Checked Bag
622293,Adult Single Females,1 Night Free Hotel with Flight
622343,Senior Single Females,1 Night Free Hotel with Flight
622418,Middle-Aged Family Males,1 Night Free Hotel with Flight
622464,Senior Single Females,Free Checked Bag
622708,Middle-Aged Single Females,Exclusive Discounts
622813,Senior Single Females,Free Checked Bag
623043,Middle-Aged Single Females,1 Night Free Hotel with Flight
623077,Adult Single Males,1 Night Free Hotel with Flight
623087,Senior Single Females,1 Night Free Hotel with Flight
623142,Middle-Aged Family Females,No Cancellation Fee
623417,Senior Family Females,No Cancellation Fee
623691,Young Adult Single Females,No Cancellation Fee
623750,Middle-Aged Family Females,No Cancellation Fee
623815,Adult Single Females,No Cancellation Fee
623850,Senior Single Females,No Cancellation Fee
623935,Elderly Family Females,Free Checked Bag
623941,Middle-Aged Family Females,Free Checked Bag
623949,Senior Single Males,Free Checked Bag
623972,Senior Single Females,1 Night Free Hotel with Flight
624198,Middle-Aged Single Females,1 Night Free Hotel with Flight
624215,Middle-Aged Family Females,Exclusive Discounts
624258,Middle-Aged Single Females,1 Night Free Hotel with Flight
624497,Adult Family Females,1 Night Free Hotel with Flight
624593,Middle-Aged Family Males,Free Checked Bag
624636,Middle-Aged Single Females,1 Night Free Hotel with Flight
624762,Middle-Aged Family Females,Free Checked Bag
624913,Middle-Aged Family Males,1 Night Free Hotel with Flight
625030,Middle-Aged Single Females,No Cancellation Fee
625089,Middle-Aged Family Females,Free Checked Bag
625398,Teenage Single Females,1 Night Free Hotel with Flight
625400,Senior Family Males,No Cancellation Fee
625555,Young Adult Single Males,No Cancellation Fee
625597,Elderly Single Females,Free Checked Bag
625700,Adult Single Females,No Cancellation Fee
625703,Adult Single Females,No Cancellation Fee
625984,Senior Single Females,1 Night Free Hotel with Flight
626037,Adult Single Females,No Cancellation Fee
626067,Young Adult Single Females,No Cancellation Fee
626114,Teenage Single Females,No Cancellation Fee
626249,Adult Single Females,No Cancellation Fee
626318,Senior Single Females,No Cancellation Fee
626329,Middle-Aged Single Females,Free Checked Bag
626519,Middle-Aged Single Females,No Cancellation Fee
626520,Senior Single Females,No Cancellation Fee
626558,Adult Single Females,No Cancellation Fee
626587,Teenage Single Males,Free Hotel Meal
626645,Elderly Single Males,1 Night Free Hotel with Flight
626986,Elderly Single Females,No Cancellation Fee
627041,Middle-Aged Single Females,No Cancellation Fee
627158,Senior Family Males,Free Checked Bag
627176,Senior Single Females,Free Hotel Meal
627436,Senior Single Females,No Cancellation Fee
627451,Senior Single Females,No Cancellation Fee
627475,Teenage Single Females,No Cancellation Fee
627518,Teenage Family Females,1 Night Free Hotel with Flight
627617,Young Adult Single Females,Free Hotel Meal
627729,Young Adult Family Females,No Cancellation Fee
627889,Elderly Single Females,Free Hotel Meal
627893,Adult Single Females,Exclusive Discounts
627972,Middle-Aged Family Females,Free Hotel Meal
628023,Senior Single Females,1 Night Free Hotel with Flight
628033,Adult Family Males,No Cancellation Fee
628570,Middle-Aged Family Females,No Cancellation Fee
628653,Middle-Aged Single Females,Exclusive Discounts
628671,Middle-Aged Family Females,Free Checked Bag
628694,Senior Single Females,Free Hotel Meal
628752,Middle-Aged Family Females,Exclusive Discounts
628762,Teenage Family Females,Free Hotel Meal
629345,Teenage Single Females,Free Hotel Meal
629647,Adult Single Females,Exclusive Discounts
629701,Adult Single Females,1 Night Free Hotel with Flight
629725,Senior Single Females,No Cancellation Fee
629747,Young Adult Single Females,No Cancellation Fee
629803,Middle-Aged Family Males,Exclusive Discounts
629812,Young Adult Single Males,1 Night Free Hotel with Flight
629877,Middle-Aged Single Females,No Cancellation Fee
629952,Senior Single Females,1 Night Free Hotel with Flight
630039,Middle-Aged Single Females,No Cancellation Fee
630097,Middle-Aged Single Females,1 Night Free Hotel with Flight
630176,Senior Family Females,1 Night Free Hotel with Flight
630178,Middle-Aged Single Females,Free Checked Bag
630267,Young Adult Family Females,Free Hotel Meal
630607,Adult Single Females,No Cancellation Fee
630609,Middle-Aged Single Females,Exclusive Discounts
630694,Middle-Aged Single Females,No Cancellation Fee
630738,Middle-Aged Single Females,Exclusive Discounts
630992,Elderly Family Females,Free Hotel Meal
631174,Adult Single Females,1 Night Free Hotel with Flight
631201,Adult Single Females,1 Night Free Hotel with Flight
631319,Senior Single Females,No Cancellation Fee
631384,Senior Single Females,No Cancellation Fee
631388,Middle-Aged Single Females,No Cancellation Fee
631448,Middle-Aged Family Females,Free Hotel Meal
631477,Elderly Family Females,1 Night Free Hotel with Flight
631787,Senior Single Males,1 Night Free Hotel with Flight
631872,Elderly Single Females,No Cancellation Fee
631970,Senior Single Females,No Cancellation Fee
631975,Middle-Aged Single Females,Free Checked Bag
631993,Senior Family Females,1 Night Free Hotel with Flight
632136,Senior Single Females,Exclusive Discounts
632239,Senior Single Females,No Cancellation Fee
632316,Senior Single Females,1 Night Free Hotel with Flight
632425,Senior Family Females,No Cancellation Fee
632461,Elderly Single Females,No Cancellation Fee
632475,Elderly Single Females,1 Night Free Hotel with Flight
632631,Middle-Aged Single Females,Free Checked Bag
632665,Middle-Aged Single Females,Free Checked Bag
632749,Adult Family Females,1 Night Free Hotel with Flight
632866,Senior Single Females,No Cancellation Fee
632965,Middle-Aged Single Females,Free Hotel Meal
632988,Senior Family Females,No Cancellation Fee
633183,Middle-Aged Single Females,1 Night Free Hotel with Flight
633195,Adult Single Females,1 Night Free Hotel with Flight
633235,Adult Family Females,Free Hotel Meal
633314,Young Adult Family Females,No Cancellation Fee
633406,Young Adult Single Females,No Cancellation Fee
633725,Senior Single Females,Exclusive Discounts
633972,Elderly Single Females,No Cancellation Fee
634130,Senior Single Females,1 Night Free Hotel with Flight
634601,Young Adult Single Males,No Cancellation Fee
634739,Young Adult Family Females,No Cancellation Fee
634795,Senior Family Females,Free Hotel Meal
634824,Middle-Aged Single Females,No Cancellation Fee
635249,Elderly Single Females,Free Checked Bag
